trials,multiplications,batchsize,time
772,937,4096,1929064108
2048,1995,4096,1936347184
514,337,512,2544812540
691,669,8192,1947745514
1669,736,512,2631220304
143,478,8192,1933360362
1960,2487,512,2872281922
2031,1016,2048,1935706514
2473,321,1024,2572840525
2044,774,512,2649032823
1996,511,8192,1939485088
324,1796,512,1955586544
2060,2276,2048,2797945409
2438,2159,1024,2826760787
1571,581,1024,2553647351
2030,1069,4096,1927226969
1978,477,4096,1950161767
411,1818,8192,1942281204
94,706,2048,1936674977
1716,1660,2048,1950631376
466,1617,1024,1939094587
512,2250,2048,1939962522
461,661,4096,1935854150
2354,2286,8192,1942197757
981,466,8192,1927756460
620,2058,512,2630871881
222,900,1024,1932761872
173,571,1024,1933005658
1595,1253,4096,1939759052
2361,2402,512,2953559551
790,662,8192,1932074214
1357,1756,4096,1936137231
106,1160,4096,1944436458
2156,36,512,2549104376
960,879,1024,1937062913
78,321,2048,1934054861
905,1697,8192,1949847258
961,74,1024,1951079095
1688,1041,2048,1925211986
1650,107,512,2553426227
1045,1534,4096,1934222857
1814,1611,4096,1981273385
1047,1778,8192,1938395759
1241,1043,8192,1937776690
1468,1643,8192,1956299949
2406,1548,8192,1932979799
2438,1596,1024,2738080009
1760,1990,512,2804922801
350,1946,2048,1930126317
702,1639,8192,1940023316
1016,31,512,2525625959
809,2208,4096,1941953681
633,1465,8192,1949866244
823,127,1024,1942796809
1817,1880,1024,2644087604
1159,346,4096,1934653062
1683,2008,512,2815147064
1138,915,8192,1937497057
1683,1752,8192,1942263280
634,638,1024,1952820444
1842,463,512,2601245435
1470,2315,4096,1934565619
2053,1821,1024,2765498942
1789,122,4096,1938095417
750,1004,4096,1935579657
851,2000,512,2619823458
2190,258,4096,1952652402
474,1503,512,1966212399
1855,1453,2048,1952241120
485,944,2048,1955605139
2459,620,4096,1941493449
428,855,8192,1939266600
1339,1212,2048,1954915558
1611,2127,2048,1958857157
901,947,2048,1962133331
385,2401,8192,1935793336
2149,2102,512,2889917580
526,2346,2048,1944479709
1001,1398,512,2599959608
418,1433,2048,1957995374
2103,872,512,2708307237
2025,1676,1024,2626674163
1253,1285,8192,1940723928
1750,1,1024,2535615722
843,1599,2048,1966482363
1380,1025,512,2621322433
1889,2252,2048,1946100594
2271,1046,4096,1938335085
341,1095,2048,1937500232
2405,1344,4096,1942198709
477,2324,2048,1940206610
277,1314,2048,1947513820
2120,2167,8192,1944731260
797,1277,2048,1943338724
1836,1507,2048,1952322744
1013,1264,4096,1959978847
297,2152,1024,1937763966
1357,1605,1024,2645340049
1343,2484,1024,2692732317
1588,1269,8192,1958046419
1873,416,8192,1938214089
2076,2156,2048,2797741918
1947,312,1024,2568198534
2372,1977,8192,1949728506
981,1343,512,2582662434
905,2312,8192,1929797752
37,161,8192,1931354696
108,1353,2048,1950446871
2063,250,512,2599296907
1371,1869,8192,1944180249
1755,891,4096,1949640832
597,2240,512,2644117440
995,1406,1024,1948296476
2037,443,8192,1938047327
1505,1074,4096,1932109280
899,244,8192,1943789547
1359,168,8192,1941175824
683,553,1024,1956603638
289,1107,4096,1958080332
270,1706,1024,1935516829
334,1229,512,1934636400
1640,1358,4096,1943989132
1871,1894,4096,1941475545
1437,905,512,2616248464
2500,1754,512,2845912173
1421,1436,4096,1950601290
1667,1053,512,2673518024
1750,2064,2048,1970753570
792,455,8192,1934634567
68,1108,2048,1953988212
1898,2020,4096,1936695315
772,1760,8192,1937300769
428,1895,512,1933553253
1774,794,4096,1936581242
1468,2494,512,2765467143
537,2418,512,2648281907
186,187,4096,1947266186
2135,1243,512,2750244122
2168,683,512,2666000470
1198,1434,1024,2620832145
1366,1572,8192,1954616888
1610,789,1024,2585882352
1833,1086,4096,1935157577
1170,1081,2048,1931565903
311,427,512,1929734042
311,1130,512,1948954838
2391,264,1024,2566111426
283,1024,2048,1951808060
1661,2094,4096,1946469735
1989,1973,4096,1932399072
2208,330,1024,2580403604
2167,2290,2048,2814322951
1986,910,1024,2586614462
707,903,512,2589461843
1716,2240,4096,1957415207
1984,760,8192,1939050545
2072,1108,1024,2666742569
2024,2114,512,2810593228
744,2050,512,2628467821
1787,482,2048,1944749004
978,1768,2048,1945182576
1085,306,4096,1936102105
831,292,4096,1952837547
382,1211,8192,1941950204
1820,2109,4096,1956327512
116,1860,8192,1925807932
1628,980,4096,1932227381
2378,1997,4096,1964918535
1438,766,4096,1941898597
13,1455,8192,1938962290
1307,1060,8192,1945037915
1095,606,4096,1958639149
2237,921,1024,2638400857
1393,445,8192,1942861801
953,1772,8192,1933316940
314,803,2048,1934945269
411,2149,512,1941059345
793,909,512,2570891435
286,2125,8192,1945037394
1768,2039,1024,2647276024
1717,1616,4096,1933027409
1159,1580,2048,1935760926
1885,1968,8192,1940781356
2451,846,4096,1940907632
1273,2093,4096,1933682756
1132,2257,4096,1938520112
1140,1172,512,2635454291
1691,2292,2048,1945772510
1180,1934,4096,1939333575
643,504,2048,1936458242
1850,2086,2048,1953393729
2387,1599,8192,1938437257
1399,1742,512,2686895550
216,1721,512,1948832579
1887,387,4096,1941706969
1497,1977,8192,1954256694
41,2162,8192,1937810123
2012,92,8192,1958306376
1121,255,2048,1940063481
27,1763,512,1934505125
2273,2244,8192,1931404430
906,485,4096,1939469961
1531,97,8192,1931285958
1849,1343,1024,2601840138
199,1838,4096,1949294544
1074,460,8192,1938889914
866,75,8192,1943162353
345,160,2048,1951702492
662,43,4096,1937487268
2005,1773,8192,1939388167
1379,405,4096,1938431907
188,1914,8192,1939219381
582,455,1024,1930718576
2040,2094,512,2821619562
1717,125,1024,2545739766
1601,1451,8192,1955424751
2034,287,2048,1936228151
2440,2167,1024,2840009081
1815,670,1024,2580795177
1344,2161,2048,1953071164
2398,485,8192,1935284404
2228,712,1024,2602175386
1570,868,8192,1924504692
836,1463,8192,1936029038
2353,41,1024,2566877871
1879,1568,2048,1957650999
2177,1333,512,2776383670
2108,522,8192,1947447826
1992,552,8192,1943455361
1454,224,1024,2553655817
2355,1266,2048,2629972478
645,305,2048,1944291097
994,1319,1024,1939065674
1416,1558,1024,2616981145
201,1434,512,1932173389
2332,1510,8192,1943247132
288,1552,4096,1942249925
1279,1631,2048,1938069658
132,965,4096,1934988660
390,1775,2048,1932526581
668,116,4096,1944073519
1613,1759,2048,1940994876
43,1567,1024,1927318089
2250,2017,8192,1938969734
2164,1615,2048,2716370273
1784,749,2048,1955757153
1599,431,512,2581892632
61,376,512,1947669322
2298,1763,8192,1942497528
2289,2470,512,2964075420
742,191,512,2547543362
694,1313,2048,1937460377
823,2121,1024,1938205733
365,1955,1024,1947007793
1240,736,8192,1934451244
1351,215,1024,2539553163
1301,2209,8192,1957810508
1716,1201,4096,1925754492
347,578,4096,1935124024
1962,2144,8192,1931291578
1750,762,8192,1935761357
566,12,4096,1930425356
30,1596,8192,1933904701
2453,2138,512,2921053764
257,372,1024,1950554693
1543,1023,8192,1956091850
753,925,1024,1929424823
